Column1,column ID,ID,Age,Customer_type,Gross_income,Net_income,Valid,SEX,Type_of_industry,Marital_Status,Months_in_city,Months_in_current_job,Org_Type,Debt_ratio,Target,ENQ_1,ENQ_2,ENQ_3,ENQ_4,ENQ_5,ENQ_6,ENQ_7,ENQ_8,ACCOUNT_9,ACCOUNT_10,ACCOUNT_11,ACCOUNT_12,ACCOUNT_13,ACCOUNT_14,ACCOUNT_15,ACCOUNT_16,ACCOUNT_17,ACCOUNT_18,ACCOUNT_19,ACCOUNT_20,ACCOUNT_21,bank_balance
118,179,1571,41,SELF EMPLOYED,54535.92,54535.92,1,MALE,OTHERS,MARRIED,180,120,INDIVIDUAL,0.57,0,3711,0,0,0,0,0,2,0,0,0,2035,3,0,3,1,0,1,16,0,16,2035,86552
119,182,1484,41,SALARIED,47141,47141,1,MALE,OTHERS,MARRIED,36,120,GOVT (ONLY FOR SALARIED),0.27,0,1410,0,0,0,0,0,2,0,0,0,1409,2,0,1,2,0,1,130542,0,130542,2033,46038
120,183,2420,31,SALARIED,34000,34000,1,MALE,OTHERS,MARRIED,0,120,GOVT (ONLY FOR SALARIED),0.42,0,53,53,1,1,1,1,2,2,0,3,2031,1,1,0,1,1,0,367133,367133,0,2031,35998
121,184,2533,30,SELF EMPLOYED,34983.33,34983.33,1,MALE,OTHERS,MARRIED,204,96,INDIVIDUAL,0.89,0,179,0,0,0,4,0,14,0,0,0,59,11,1,5,1,0,0,0,0,0,2028,170096.472
122,185,1105,47,SELF EMPLOYED,36175.58,36175.58,1,MALE,OTHERS,MARRIED,0,12,PARTNERSHIP,0.68,0,9,2095,1,0,1,0,6,3,0,0,310,3,1,2,1,1,0,2372174,2372174,0,2024,28726
123,186,2478,41,SELF EMPLOYED,48850,48850,1,MALE,OTHERS,MARRIED,492,23,INDIVIDUAL,0.44,0,1,1,4,4,4,4,4,4,0,0,202,2,0,0,2,0,0,469798,469798,0,2021,115842
124,188,3234,50,SELF EMPLOYED,50014.58,50014.58,1,MALE,OTHERS,MARRIED,480,1,INDIVIDUAL,1.9,1,18,0,3,0,5,0,10,0,6,6,27,4,0,3,2,0,1,57200,42500,14700,2018,117719
125,189,55,41,SELF EMPLOYED,48416.67,48416.67,1,MALE,OTHERS,MARRIED,360,300,INDIVIDUAL,0.85,0,14,14,1,1,1,1,49,14,0,0,416,15,2,8,5,0,3,474298,459440,14858,2015,31920
126,190,3833,41,SELF EMPLOYED,48416.67,48416.67,1,MALE,OTHERS,MARRIED,360,300,INDIVIDUAL,0.85,0,14,14,1,1,1,1,49,14,0,0,416,15,2,8,5,0,3,474298,459440,14858,2015,31920
127,191,863,28,SELF EMPLOYED,50000,50000,1,MALE,OTHERS,MARRIED,300,15,INDIVIDUAL,0.25,0,277,277,0,0,1,1,7,4,0,0,566,2,1,1,1,0,1,0,0,0,2002,76934
128,192,3515,44,SELF EMPLOYED,83.33,83.33,1,MALE,OTHERS,MARRIED,0,240,INDIVIDUAL,1357.21,0,13,26,4,3,4,3,89,3,0,0,935,35,0,34,4,0,4,378203,0,378203,2002,300053
129,194,1944,71,SELF EMPLOYED,3333333.33,3333333.33,1,MALE,GEMS AND JEWELLRY,MARRIED,240,129,INDIVIDUAL,0.03,0,74,534,1,0,1,0,49,18,0,0,532,39,19,12,13,7,6,81802160,81672332,129828,1996,329832
130,195,1007,32,SELF EMPLOYED,208333.33,208333.33,1,MALE,OTHERS,MARRIED,240,1,INDIVIDUAL,0.11,0,3,3,1,1,1,1,5,3,0,0,836,3,1,2,2,1,1,190896,190896,0,1983,75323
131,197,3153,33,SALARIED,103798,103798,1,MALE,OTHERS,MARRIED,384,0,INDIVIDUAL,0.15,0,245,1145,0,0,3,0,28,2,1,1,456,14,0,14,4,0,4,1098830,0,1098830,1954,34542
132,198,1408,42,SELF EMPLOYED,28509.67,28509.67,1,MALE,OTHERS,MARRIED,0,12,INDIVIDUAL,0.09,0,120,0,0,0,1,0,6,0,1,1,120,7,1,5,3,1,2,164431,108998,55433,1951,1243
133,199,42,51,SELF EMPLOYED,37436.08,37436.08,1,MALE,OTHERS,MARRIED,240,240,INDIVIDUAL,0.74,0,1127,0,0,0,0,0,4,0,0,0,893,6,1,2,2,1,0,243078,243078,0,1950,10472
134,200,3820,51,SELF EMPLOYED,37436.08,37436.08,1,MALE,OTHERS,MARRIED,240,240,INDIVIDUAL,0.74,0,1127,0,0,0,0,0,4,0,0,0,893,6,1,2,2,1,0,243078,243078,0,1950,10472
135,202,803,48,SELF EMPLOYED,50193,50193,1,MALE,OTHERS,MARRIED,420,92,INDIVIDUAL,2.84,1,132,562,0,0,1,0,36,3,6,6,117,16,1,12,2,0,2,611380,0,611380,1942,119595
136,203,796,37,SELF EMPLOYED,22666.67,22666.67,1,MALE,OTHERS,MARRIED,0,2,INDIVIDUAL,1.42,0,50,50,1,1,2,2,4,2,0,0,1936,3,0,3,1,0,1,74963,0,74963,1936,15485
137,206,1752,49,SELF EMPLOYED,28637.33,28637.33,1,FEMALE,OTHERS,MARRIED,576,168,INDIVIDUAL,0.73,0,55,55,1,1,3,1,104,32,1,1,161,40,7,25,10,1,8,9247424,8430480,816944,1923,29013
138,208,1557,37,SALARIED,21251,20000,1,MALE,OTHERS,MARRIED,300,96,INDIVIDUAL,0.55,0,0,0,0,0,0,0,0,0,0,0,1908,1,0,1,1,0,1,0,0,0,1908,1039
139,209,2633,51,SALARIED,40009,40009,1,FEMALE,OTHERS,MARRIED,180,240,INDIVIDUAL,0.21,0,60,60,1,1,1,1,8,7,0,0,1620,2,2,0,2,2,0,658192,658192,0,1906,170096.472
140,210,2680,35,SALARIED,17000,17000,1,FEMALE,OTHERS,MARRIED,120,0,INDIVIDUAL,0.47,0,247,0,0,0,1,0,2,0,0,0,1901,1,1,0,1,1,0,15609,15609,0,1901,3178
141,211,3721,32,SELF EMPLOYED,24625,24625,1,MALE,OTHERS,MARRIED,372,60,INDIVIDUAL,0.21,0,193,512,0,0,1,0,17,1,7,7,191,18,1,11,7,1,4,1128521,627104,501417,1892,17303
142,212,3799,32,SELF EMPLOYED,24625,24625,1,MALE,OTHERS,MARRIED,372,60,INDIVIDUAL,0.21,0,193,512,0,0,1,0,17,1,7,7,191,18,1,11,7,1,4,1128521,627104,501417,1892,17303
143,213,452,43,SALARIED,20000,13750,1,MALE,OTHERS,MARRIED,300,0,INDIVIDUAL,0.53,0,832,1857,0,0,0,0,5,3,0,0,1028,3,1,1,1,1,0,656908,656908,0,1890,6168
144,214,2112,36,SALARIED,144936,118030,1,MALE,OTHERS,MARRIED,420,36,INDIVIDUAL,0.42,0,8,8,2,1,2,1,26,2,0,1,472,19,1,17,4,0,4,442554,0,442554,1885,66236
145,215,1485,38,SELF EMPLOYED,28231.67,28231.67,1,MALE,OTHERS,MARRIED,120,192,PROPRIETORSHIP,0.73,0,0,3,7,3,9,4,15,6,0,0,138,21,1,0,2,1,0,131702,131702,0,1883,41624
146,216,3294,30,SELF EMPLOYED,150000,150000,1,FEMALE,TEXTILE READY MADE GARMENTS,MARRIED,48,0,PROPRIETORSHIP,0.08,0,14,14,1,1,2,1,9,1,6,6,817,3,0,2,1,0,0,0,0,0,1878,57543
147,218,3386,47,SALARIED,27830,27830,1,MALE,OTHERS,MARRIED,0,216,GOVT (ONLY FOR SALARIED),0.55,0,31,31,3,3,3,3,6,6,0,0,682,2,2,0,2,2,0,477744,477744,0,1872,40402
148,219,194,29,SELF EMPLOYED,24255.83,24255.83,1,MALE,OTHERS,MARRIED,300,86,INDIVIDUAL,0.49,0,27,40,3,2,5,3,7,4,0,2,1870,1,1,0,1,1,0,890829,890829,0,1870,11138
149,220,773,53,SALARIED,400000,36001,1,MALE,OTHERS,MARRIED,540,240,GOVT (ONLY FOR SALARIED),0.24,0,70,70,1,1,2,2,2,2,0,0,1870,1,1,0,1,1,0,470648,470648,0,1870,62437
150,223,2127,25,SALARIED,7000000,65110,1,MALE,OTHERS,MARRIED,264,36,PARTNERSHIP,0.5,1,3,3,9,3,14,7,21,7,0,7,72,11,0,9,3,0,3,1068556,180040,888516,1859,170096.472
151,224,251,51,SALARIED,573600,41730,1,MALE,OTHERS,MARRIED,204,0,INDIVIDUAL,0.11,0,622,622,0,0,0,0,2,2,1,2,160,4,1,0,2,1,0,382018,382018,0,1857,10242
152,225,1220,35,SELF EMPLOYED,41755.25,41755.25,1,MALE,OTHERS,MARRIED,0,51,INDIVIDUAL,1.39,0,1,1,3,3,3,3,8,4,2,3,768,11,4,0,2,1,0,3711297,3711297,0,1856,240201
153,227,1022,31,SALARIED,15000,15000,1,MALE,OTHERS,MARRIED,0,36,PROPRIETORSHIP,0.6,0,254,254,0,0,1,1,2,1,0,0,1715,4,0,4,1,0,1,0,0,0,1848,15007
154,228,1464,52,SALARIED,21256,17940,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.42,0,339,339,0,0,1,1,11,6,5,5,300,10,3,5,3,2,1,1026231,1024323,1908,1846,3087
155,229,3064,47,SALARIED,215542,63118,1,MALE,OTHERS,MARRIED,108,108,INDIVIDUAL,0.19,0,49,49,1,1,2,2,5,4,2,2,52,6,3,1,4,3,0,2347549,2347549,0,1846,31058
156,230,938,43,SELF EMPLOYED,214335.58,214335.58,1,MALE,OTHERS,MARRIED,516,39,INDIVIDUAL,0.36,0,1,1,4,4,12,10,34,13,0,0,335,11,3,5,6,2,2,1373756,1375858,0,1837,689159
157,231,3137,46,SALARIED,118818,118818,1,MALE,OTHERS,MARRIED,108,120,INDIVIDUAL,0.22,0,38,38,1,1,5,3,12,6,0,2,111,10,2,7,3,1,2,1885285,1381069,504216,1837,95158
158,232,1134,43,SELF EMPLOYED,82202.75,82202.75,1,MALE,TEXTILE READY MADE GARMENTS,MARRIED,0,18,PROPRIETORSHIP,1.3,1,7,7,4,1,7,4,32,14,0,2,484,8,2,4,5,1,2,1770766,1769139,1627,1833,301340
159,233,1089,30,SELF EMPLOYED,372813.83,372813.83,1,MALE,OTHERS,SINGLE,120,214,INDIVIDUAL,0.72,1,11,11,6,2,10,4,15,5,0,0,1614,2,0,1,1,0,1,15521,0,15521,1829,8783
160,236,1878,52,SALARIED,967872,81776,1,MALE,BANKING AND FINANCE,MARRIED,612,384,GOVT (ONLY FOR SALARIED),0.3,0,2,2,4,1,7,1,9,1,0,0,195,16,2,6,6,1,2,805243,367731,437512,1821,3663
161,237,3372,32,SELF EMPLOYED,37389.5,37389.5,1,MALE,OTHERS,MARRIED,24,41,INDIVIDUAL,0.58,0,1860,1860,0,0,0,0,4,3,0,1,1813,2,2,0,2,2,0,756684,756684,0,1813,58082
162,239,2491,35,SALARIED,21381,21381,1,MALE,OTHERS,MARRIED,0,60,INDIVIDUAL,0.54,0,25,25,1,1,1,1,2,1,0,0,1803,1,0,1,1,0,1,4529,0,4529,1803,18122
163,241,1529,42,SELF EMPLOYED,59240.75,59240.75,1,MALE,CONSTRUCTION,MARRIED,300,120,PROPRIETORSHIP,0.56,0,25,25,1,1,2,1,8,1,0,0,1137,6,0,4,2,0,1,79196,79196,0,1800,174303
164,242,2334,56,SALARIED,55505,55505,1,FEMALE,OTHERS,MARRIED,0,336,GOVT (ONLY FOR SALARIED),0.35,0,673,1610,0,0,0,0,9,3,0,0,659,7,1,5,4,1,2,591076,472406,118670,1797,161535
165,243,3375,36,SELF EMPLOYED,34210.42,34210.42,1,MALE,OTHERS,MARRIED,180,44,INDIVIDUAL,0.27,0,189,504,0,0,5,0,9,1,0,0,273,7,0,6,1,0,1,0,0,0,1796,92566
166,244,2481,47,SALARIED,25000,25000,1,MALE,OTHERS,MARRIED,552,120,INDIVIDUAL,0.15,0,5,119,4,0,10,4,16,5,0,0,42,7,1,4,2,1,1,326011,202011,124000,1784,43529
167,245,3317,35,SELF EMPLOYED,16666.67,16666.67,1,MALE,OTHERS,MARRIED,240,0,INDIVIDUAL,1.31,0,9,9,1,1,1,1,1,1,0,0,1783,1,0,1,1,0,1,79312,0,79312,1783,16922
168,246,1139,38,SELF EMPLOYED,28531.67,28531.67,1,MALE,OTHERS,SINGLE,0,120,INDIVIDUAL,0.65,0,5,5,3,2,8,4,15,4,6,6,52,13,2,1,5,2,1,1439533,1244533,195000,1778,42917
169,248,2435,49,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,24,96,PROPRIETORSHIP,0.56,0,4,4,1,1,1,1,11,1,0,0,1694,3,0,1,1,0,1,0,0,0,1763,4897
170,249,3014,44,SALARIED,51563,36563,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.48,0,38,0,2,0,2,0,3,0,0,0,508,5,0,3,1,0,1,5260,0,5260,1763,20172
171,250,2099,37,SELF EMPLOYED,27016.33,27016.33,1,MALE,GEMS AND JEWELLRY,MARRIED,420,240,INDIVIDUAL,0.53,0,84,86,2,1,3,1,7,1,0,0,1755,1,0,0,1,0,0,7900,7900,0,1755,15328
172,251,2719,39,SALARIED,36797,36797,1,MALE,OTHERS,MARRIED,179,168,GOVT (ONLY FOR SALARIED),0.54,0,7,7,1,1,2,2,8,2,0,0,777,4,0,4,1,0,1,25607,0,25607,1749,28218
173,253,559,40,SELF EMPLOYED,41961.67,41961.67,1,FEMALE,OTHERS,MARRIED,0,60,PROPRIETORSHIP,0.87,1,30,30,3,2,7,4,55,10,0,0,63,17,0,16,3,0,3,27948,0,27948,1743,47863
174,254,3194,32,SELF EMPLOYED,71522.75,71522.75,1,MALE,OTHERS,SINGLE,360,9,INDIVIDUAL,0.4,0,8,16,6,4,10,4,15,4,0,0,1274,2,0,1,1,0,1,5460,0,5460,1743,123438
175,256,1093,31,SELF EMPLOYED,40798.5,40798.5,1,MALE,OTHERS,MARRIED,0,41,PROPRIETORSHIP,1.68,0,28,0,2,0,3,0,12,0,0,0,29,11,0,9,4,0,4,197427,0,197427,1734,46785
176,258,1152,49,SELF EMPLOYED,1497185.17,1497185.17,1,MALE,OTHERS,MARRIED,0,51,INDIVIDUAL,0.08,0,31,31,3,3,10,4,185,69,0,0,667,45,18,23,12,9,3,56104361,56092131,12230,1711,2137398
177,259,2916,43,SELF EMPLOYED,96666.67,96666.67,1,MALE,OTHERS,MARRIED,120,0,PROPRIETORSHIP,0.41,1,5,2357,1,0,2,0,18,1,2,2,360,16,1,5,2,1,1,1187885,833666,354219,1704,135545
178,261,1608,42,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,504,76,INDIVIDUAL,0.59,0,1699,0,0,0,0,0,2,0,0,0,1696,1,0,0,1,0,0,25532,25532,0,1696,104358
179,262,2355,44,SELF EMPLOYED,62500,62500,1,FEMALE,OTHERS,SINGLE,360,52,INDIVIDUAL,0.17,1,10,10,2,1,9,1,47,8,0,0,629,20,2,8,5,2,1,1701748,1701805,0,1689,6852731
180,264,1201,41,SELF EMPLOYED,226250,226250,1,MALE,OTHERS,MARRIED,0,63,INDIVIDUAL,0.3,0,22,154,4,0,5,1,24,6,1,1,1215,7,6,1,2,2,0,7451340,7451340,0,1684,50787
181,265,1863,31,SALARIED,40020,40020,1,FEMALE,OTHERS,MARRIED,0,12,INDIVIDUAL,0.49,0,1372,1372,0,0,0,0,2,1,0,0,1683,1,0,0,1,0,0,13398,13398,0,1683,59348
182,266,3658,46,SALARIED,36000,20000,1,MALE,LIGHT ENGINEERING,MARRIED,96,72,PRIVATE LIMITED,0.5,0,3,77,4,1,4,1,5,1,0,0,138,2,0,2,2,0,2,31524,0,31524,1680,13357
183,267,3736,46,SALARIED,36000,20000,1,MALE,LIGHT ENGINEERING,MARRIED,96,72,PRIVATE LIMITED,0.5,0,3,77,4,1,4,1,5,1,0,0,138,2,0,2,2,0,2,31524,0,31524,1680,13357
184,268,761,25,SELF EMPLOYED,34974.33,34974.33,1,MALE,OTHERS,MARRIED,240,25,PROPRIETORSHIP,0.55,1,57,195,1,0,12,3,17,3,0,0,713,7,0,4,3,0,3,83690,0,83690,1664,170096.472
185,269,2818,42,SALARIED,45000,35325,1,MALE,OTHER MANUFACTURING,MARRIED,120,240,PRIVATE LIMITED,0.47,0,8,8,2,2,3,2,3,2,0,0,183,6,0,5,3,0,3,134803,0,134803,1661,30312
186,270,1,42,SELF EMPLOYED,91666.67,91666.67,1,MALE,CONSTRUCTION,MARRIED,0,96,PROPRIETORSHIP,0.63,0,17,220,1,0,8,6,25,7,1,1,419,13,0,5,3,0,3,1837374,0,1837374,1657,267532
187,272,2999,35,SELF EMPLOYED,49844.75,49844.75,1,MALE,OTHERS,MARRIED,360,6,INDIVIDUAL,0.95,0,27,0,1,0,3,0,16,0,0,0,690,5,0,2,2,0,0,10909,10909,0,1645,170267
188,273,3610,49,SALARIED,40000,30244,1,MALE,SECURITY SERVICES,MARRIED,300,120,GOVT (ONLY FOR SALARIED),0.5,0,771,1831,0,0,0,0,6,1,0,0,1231,9,1,7,4,1,2,292438,179658,112780,1644,3853
189,275,2769,52,SALARIED,65766,65766,1,MALE,OTHERS,MARRIED,624,60,INDIVIDUAL,0.58,0,901,0,0,0,0,0,2,0,0,0,1641,2,0,1,1,0,1,33285,0,33285,1641,24759
190,276,220,25,SELF EMPLOYED,51431.83,51431.83,1,MALE,OTHERS,MARRIED,240,0,INDIVIDUAL,0.15,1,15,15,3,2,4,2,12,4,3,3,515,4,1,0,2,1,0,808729,808729,0,1640,170096.472
191,277,2919,50,SALARIED,52440,30820,1,FEMALE,OTHERS,MARRIED,0,0,PRIVATE LIMITED,0.15,0,13,109,2,0,3,1,5,1,0,0,428,3,1,1,3,1,1,1002630,1002630,0,1639,19434
192,279,2959,39,SELF EMPLOYED,288680.5,288680.5,1,FEMALE,FOOD PRODUCTS,MARRIED,0,26,PARTNERSHIP,0.21,0,35,35,1,1,7,1,61,13,1,2,555,24,4,17,9,3,5,5673121,4488422,1184699,1636,244167
193,280,3143,39,SALARIED,47318,47318,1,MALE,OTHERS,MARRIED,0,24,INDIVIDUAL,0.49,0,15,15,2,2,3,2,11,2,0,1,224,8,0,8,5,0,5,43437,0,43437,1636,401864
194,281,929,56,SELF EMPLOYED,83333.33,83333.33,1,MALE,OTHERS,MARRIED,120,49,PROPRIETORSHIP,0.2,0,716,0,0,0,0,0,5,0,0,0,110,8,0,8,4,0,4,942569,0,942569,1632,183669
195,282,2968,47,SELF EMPLOYED,270649,270649,1,FEMALE,MEDIA,MARRIED,204,43,INDIVIDUAL,0.29,0,0,0,5,2,16,8,70,16,4,5,94,39,4,18,17,2,11,16375363,15340881,1034482,1631,290017
196,283,997,42,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,144,51,INDIVIDUAL,0.29,0,0,0,0,0,0,0,0,0,0,0,1630,1,0,0,1,0,0,0,0,0,1630,12383
197,284,1600,29,SALARIED,25000,23000,1,MALE,OTHERS,MARRIED,120,24,INDIVIDUAL,0.5,0,22,0,2,0,2,0,4,0,0,0,1161,5,0,4,2,0,2,499090,0,499090,1624,170096.472
198,285,3267,38,SELF EMPLOYED,2724000,2724000,1,FEMALE,SECURITY SERVICES,MARRIED,144,13,INDIVIDUAL,0.01,0,4,26,6,1,6,1,22,5,0,3,538,10,1,2,4,1,0,1695683,1695683,0,1624,219864
199,286,1617,36,SALARIED,30000,20000,1,MALE,OTHERS,MARRIED,180,24,INDIVIDUAL,0.17,0,9,35,2,1,2,1,4,3,0,0,1620,2,1,1,2,1,1,334685,329137,5548,1620,74766
200,287,3623,34,SELF EMPLOYED,182997.42,182997.42,1,MALE,OTHERS,MARRIED,0,240,INDIVIDUAL,0.34,0,12,12,3,1,4,1,13,5,0,0,194,12,3,5,6,2,3,4190709,3948920,241789,1618,1849345
201,288,944,33,SELF EMPLOYED,31083.33,31083.33,1,MALE,OTHERS,MARRIED,144,61,INDIVIDUAL,0.35,0,69,69,1,1,3,3,4,4,0,0,1617,1,1,0,1,1,0,1081773,1081773,0,1617,29238
202,289,3123,48,SALARIED,73391,73391,1,MALE,OTHERS,MARRIED,0,60,INDIVIDUAL,0.5,0,256,1679,0,0,1,0,2,1,0,0,1616,1,1,0,1,1,0,759066,759066,0,1616,28608
203,290,1860,37,SALARIED,45965,45965,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.28,0,38,38,1,1,3,2,5,3,0,0,244,3,1,1,2,1,1,496202,493983,2219,1615,54812
204,291,2196,32,SALARIED,650000,69252,1,MALE,OTHERS,MARRIED,6,0,INDIVIDUAL,0.44,0,3,3,3,3,3,3,12,3,0,0,904,8,0,6,2,0,2,1147,0,1147,1612,170096.472
205,292,1616,42,SELF EMPLOYED,166666.67,166666.67,1,MALE,OTHERS,MARRIED,240,41,INDIVIDUAL,2.94,0,4,4,23,6,25,8,111,35,0,0,27,43,9,19,10,5,1,22658524,22658528,0,1610,170096.472
206,296,3222,52,SELF EMPLOYED,268868.17,268868.17,1,MALE,INSTITUTIONS AND TRUST,MARRIED,624,221,PROPRIETORSHIP,0.64,0,68,1883,2,0,4,0,51,2,0,1,341,38,2,22,9,2,3,10363154,9242587,1120567,1602,156491
207,297,587,27,SELF EMPLOYED,346835.67,346835.67,1,MALE,OTHERS,MARRIED,300,48,INDIVIDUAL,0.28,0,12,50,4,2,6,2,13,2,0,6,1601,2,0,2,1,0,1,0,0,0,1601,115400
208,298,2000,53,SELF EMPLOYED,177753.33,177753.33,1,MALE,OTHERS,MARRIED,180,60,INDIVIDUAL,0.08,0,108,2971,0,0,4,0,10,2,1,1,252,14,3,1,2,1,1,1459092,1159817,299275,1601,170096.472
209,303,1831,46,SALARIED,31654,31654,1,MALE,OTHERS,MARRIED,0,156,INDIVIDUAL,0.18,0,1624,1624,0,0,0,0,1,1,0,0,1584,1,1,0,1,1,0,430893,430893,0,1584,18163
210,304,2458,51,SELF EMPLOYED,55982.5,55982.5,1,MALE,OTHERS,MARRIED,360,219,INDIVIDUAL,0.37,1,6,73,2,1,5,4,34,13,0,0,831,9,3,2,4,2,1,1806581,1768282,38299,1583,9628
211,305,3320,37,SALARIED,40180,40180,1,MALE,OTHERS,SINGLE,0,60,INDIVIDUAL,0.45,0,103,0,0,0,4,0,7,0,2,2,99,6,0,6,4,0,4,77347,0,77347,1577,8408
212,306,1603,42,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,240,40,INDIVIDUAL,2.2,0,33,189,2,0,4,2,89,28,0,6,533,41,9,19,7,4,1,20365589,20365593,0,1575,170096.472
213,307,2605,37,SELF EMPLOYED,34822.5,34822.5,1,MALE,OTHERS,MARRIED,420,53,INDIVIDUAL,0.55,0,786,2262,0,0,0,0,6,1,0,0,784,5,1,2,2,1,0,945472,945472,0,1575,44785
214,308,1523,33,SELF EMPLOYED,30439.17,30439.17,1,MALE,OTHERS,SINGLE,120,27,PROPRIETORSHIP,0.36,0,4008,0,0,0,0,0,1,0,0,0,382,5,2,0,3,2,0,1470852,1470852,0,1572,12839
215,309,3361,54,SELF EMPLOYED,42069.75,42069.75,1,MALE,OTHERS,MARRIED,48,99,INDIVIDUAL,0.24,0,26,26,1,1,1,1,2,2,0,0,1572,1,1,0,1,1,0,926554,926554,0,1572,170096.472
216,313,1163,34,SELF EMPLOYED,37676.67,37676.67,1,MALE,OTHERS,SINGLE,0,60,INDIVIDUAL,0.55,0,1554,1554,0,0,0,0,3,2,0,0,1549,2,1,0,1,1,0,1216636,1216636,0,1549,128281
217,315,187,34,SELF EMPLOYED,45114.58,45114.58,1,MALE,OTHERS,MARRIED,0,180,INDIVIDUAL,0.41,0,28,28,2,2,4,3,11,5,0,0,445,8,0,3,1,0,1,0,0,0,1541,154682
218,317,1862,50,SELF EMPLOYED,29804.08,29804.08,1,MALE,OTHERS,MARRIED,600,315,INDIVIDUAL,0.07,0,1542,1542,0,0,0,0,1,1,0,0,1535,1,1,0,1,1,0,182862,182862,0,1535,9572
219,318,66,33,SALARIED,49000,49000,1,MALE,OTHERS,MARRIED,0,0,PRIVATE LIMITED,0,0,49,49,1,1,1,1,3,1,0,0,1364,3,0,3,1,0,1,235,0,235,1534,54381
220,319,3844,33,SALARIED,49000,49000,1,MALE,OTHERS,MARRIED,0,0,PRIVATE LIMITED,0,0,49,49,1,1,1,1,3,1,0,0,1364,3,0,3,1,0,1,235,0,235,1534,54381
221,321,3164,42,SELF EMPLOYED,46216.75,46216.75,1,MALE,GEMS AND JEWELLRY,MARRIED,300,7,INDIVIDUAL,0.62,0,3,3,1,1,1,1,2,1,0,0,1526,2,0,2,1,0,1,42471,0,42471,1526,24663
222,322,87,41,SELF EMPLOYED,6666.67,6666.67,1,FEMALE,OTHERS,MARRIED,492,240,INDIVIDUAL,5.57,0,17,36,4,3,10,3,34,5,0,3,228,23,3,3,5,2,0,2427537,2427683,0,1523,90502
223,323,3865,41,SELF EMPLOYED,6666.67,6666.67,1,FEMALE,OTHERS,MARRIED,492,240,INDIVIDUAL,5.57,0,17,36,4,3,10,3,34,5,0,3,228,23,3,3,5,2,0,2427537,2427683,0,1523,90502
224,326,2375,28,SALARIED,27748,27748,1,MALE,OTHERS,MARRIED,60,108,GOVT (ONLY FOR SALARIED),0.44,0,1521,1521,0,0,0,0,1,1,0,0,1515,1,1,0,1,1,0,845657,845657,0,1515,10055
225,327,1879,40,SELF EMPLOYED,40168.92,40168.92,1,MALE,OTHER MANUFACTURING,MARRIED,0,48,PROPRIETORSHIP,0.17,0,0,0,0,0,0,0,0,0,0,0,1513,1,1,0,1,1,0,566918,566918,0,1513,54819
226,328,2087,45,SELF EMPLOYED,40083.33,40083.33,1,FEMALE,INDUSTRIAL EQUIPMENT,MARRIED,300,94,PROPRIETORSHIP,0.25,0,13,306,3,0,10,2,23,10,0,0,1510,2,2,0,2,2,0,860739,860739,0,1510,170096.472
227,329,1025,53,SELF EMPLOYED,78264,78264,1,MALE,CEMENT AND CEMENT PRODUCTS,MARRIED,0,420,PROPRIETORSHIP,0.19,0,1392,1521,0,0,0,0,5,2,0,0,1385,5,2,0,1,1,0,1196160,1196160,0,1509,109636
228,330,1898,37,SELF EMPLOYED,136750,136750,1,MALE,PHARMACEUTICALS BULK DRUGS,MARRIED,288,140,INDIVIDUAL,0.27,0,35,35,1,1,1,1,6,1,0,0,1506,4,0,3,1,0,1,200132,0,200132,1506,170096.472
229,332,60,42,SELF EMPLOYED,29176.17,29176.17,1,FEMALE,OTHERS,WIDOWED,0,180,INDIVIDUAL,0.55,0,5,13,7,3,13,7,26,7,6,6,1504,1,0,0,1,0,0,14767,14767,0,1504,17267
230,333,3838,42,SELF EMPLOYED,29176.17,29176.17,1,FEMALE,OTHERS,WIDOWED,0,180,INDIVIDUAL,0.55,0,5,13,7,3,13,7,26,7,6,6,1504,1,0,0,1,0,0,14767,14767,0,1504,17267
231,334,1990,32,SELF EMPLOYED,41650,41650,1,FEMALE,OTHERS,MARRIED,242,69,PROPRIETORSHIP,0.2,0,468,0,0,0,0,0,5,0,0,0,459,4,0,4,3,0,3,0,0,0,1501,170096.472
232,335,3070,46,SALARIED,76576,76576,1,FEMALE,OTHERS,MARRIED,240,240,INDIVIDUAL,0.2,0,13,13,1,1,2,1,9,3,0,0,236,8,2,5,4,2,2,2290242,1604559,685683,1498,23233
233,338,3230,32,SALARIED,38298,34077,1,MALE,OTHERS,MARRIED,384,0,INDIVIDUAL,0.55,0,275,0,0,0,2,0,6,0,0,0,1491,3,0,2,1,0,1,10936,0,10936,1491,10937
234,339,1777,33,SALARIED,29985,29985,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.5,0,630,0,0,0,0,0,14,0,0,0,616,6,0,5,6,0,5,86793,77419,9374,1488,16556
